ParentEduc_int,TestPrep_int,PracticeSport_int,WklyStudyHours_int,Gender_female,Gender_male,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_free/reduced,LunchType_standard,ParentMaritalStatus_divorced,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,IsFirstChild_no,IsFirstChild_yes,TransportMeans_private,TransportMeans_school_bus,MathScore,ReadingScore,WritingScore
2,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,89,86,75
1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,76,75,77
0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,55,53,52
2,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,66,83,80
2,0,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,82,77,65
2,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,76,76,85
1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,69,67,69
1,1,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,100,88,83
0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,52,52,45
2,0,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,56,73,70
0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,48,56,52
2,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,73,76,80
2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,62,58,54
2,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,67,61,68
2,1,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,70,68,70
0,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,73,66,66
3,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,74,80,88
2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,83,72,78
2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,61,69,67
2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,55,64,63
0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,64,77,82
0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,74,85,78
1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,70,80,80
0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,40,52,51
0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,39,45,42
1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,82,90,94
1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,61,61,62
1,0,2,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,29,23,19
2,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,82,75,77
0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,39,54,49
0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,70,59,61
2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,45,36,34
2,1,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,61,55,52
2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,90,78,81
2,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,83,93,95
1,0,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,62,69,67
0,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,78,71,70
2,0,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,50,51,44
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,23,37,26
0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,35,55,60
0,0,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,61,62,54
1,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,62,74,64
1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,66,74,72
2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,64,70,65
1,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,78,72,67
0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,72,80,75
1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,62,61,57
2,1,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,76,93,95
2,0,2,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,92,76,79
2,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,52,65,69
1,0,1,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,67,57,53
1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,61,76,78
2,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,45,57,57
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,55,68,66
2,0,2,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,64,74,73
1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,63,61,61
1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,40,65,67
1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,77,88,87
0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,56,61,57
0,1,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,87,85,79
1,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,53,58,59
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,26,33,31
1,0,2,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,60,60,59
2,1,2,2,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,51,59,62
0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,69,58,53
2,0,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,64,67,63
0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,44,64,58
0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,71,83,84
1,0,2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,86,78,72
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,45,73,70
0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,76,75,73
1,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,84,98,97
2,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,60,71,74
0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,82,91,83
3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,85,95,100
0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,73,84,78
2,0,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,67,64,63
2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,80,86,83
2,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,84,98,93
3,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,79,82,73
0,0,2,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,40,50,47
0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,35,41,40
1,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,69,77,76
2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,62,71,68
1,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,58,79,68
0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,62,64,64
3,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,71,70,75
0,1,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,75,68,60
1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,74,66,75
1,0,1,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,78,68,68
2,1,2,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,60,55,58
0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,65,74,77
0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,48,65,61
0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,73,62,57
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,56,57,51
0,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,60,54,68
1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,53,43,43
1,0,2,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,51,66,57
0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,88,99,100
0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,55,59,63
0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,62,72,68
2,1,2,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,68,66,65
2,0,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,84,81,78
0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,52,57,56
2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,86,83,84
3,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,72,73,78
1,1,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,86,84,79
2,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,71,66,60
1,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,52,73,80
0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,86,74,70
2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,68,72,66
2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,71,71,65
1,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,70,59,63
0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,57,56,54
0,1,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,56,57,64
3,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,47,59,68
0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,57,83,78
1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,41,39,34
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,60,65,60
2,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,88,84,88
0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,71,72,66
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,65,59,53
0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,70,63,55
2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,62,65,57
0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,61,72,70
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,57,54,52
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,45,58,49
1,0,1,2,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,75,66,67
1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,50,48,53
2,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,77,69,65
1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,75,66,73
0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,69,55,51
0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,89,88,82
1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,69,82,80
0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,78,81,80
0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,59,73,69
2,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,70,81,74
0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,79,82,73
0,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,69,75,78
1,0,2,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,73,67,62
0,1,2,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,91,83,83
0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,48,46,43
2,0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,83,74,73
1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,64,85,85
1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,100,92,97
2,0,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,68,79,77
1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,64,57,48
2,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,54,61,63
2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,37,56,47
2,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,79,89,89
2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,54,54,49
2,0,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,100,100,100
0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,72,65,68
2,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,52,57,55
1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,54,54,45
1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,68,68,74
1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,77,90,91
2,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,75,58,62
1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,84,87,91
2,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,26,31,38
0,1,2,2,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,76,69,67
0,1,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,79,89,87
1,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,93,75,77
2,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,83,85,90
0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,62,68,74
2,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,68,86,84
0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,57,66,60
2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,90,90,91
2,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,73,77,84
2,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,76,62,66
1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,80,68,72
3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,53,64,70
2,0,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,78,72,68
0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,73,71,68
2,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,52,59,56
1,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,70,69,62
0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,59,52,46
2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,48,51,54
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,67,72,69
1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,61,47,56
2,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,60,75,74
0,1,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,65,53,58
2,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,76,80,79
2,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,64,84,76
2,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,64,64,70
1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,83,83,90
2,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,78,86,88
0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,53,63,68
0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,68,64,66
1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,53,47,52
1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,59,78,76
1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,73,69,70
3,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,74,80,84
2,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,91,85,90
1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,63,61,54
2,1,2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,100,91,96
3,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,41,61,57
0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,79,80,78
0,0,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,70,71,67
1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,79,78,77
2,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,88,93,89
1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,76,71,73
1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,62,49,42
0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,61,48,52
0,1,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,55,61,63
3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,77,97,94
0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,76,87,85
1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,74,89,84
1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,64,72,71
0,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,67,79,79
0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,67,78,79
1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,71,49,52
2,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,91,86,84
2,0,1,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,71,58,58
3,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,56,61,52
0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,53,52,49
1,0,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,70,60,60
0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,54,60,58
0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,36,53,43
2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,28,40,46
2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,60,72,68
2,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,68,67,73
0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,45,53,51
2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,60,60,56
2,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,79,88,94
0,1,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,75,70,69
2,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,66,83,83
2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,47,58,55
0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,49,65,60
2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,82,65,69
2,1,1,2,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,99,93,87
0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,75,69,68
2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,76,80,78
2,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,83,78,80
2,0,2,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,86,97,93
1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,64,63,66
0,1,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,80,84,82
0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,92,100,97
0,1,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,71,66,64
0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,61,66,64
3,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,77,72,69
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,76,74,63
2,1,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,89,91,90
1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,38,47,48
1,0,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,79,62,65
2,0,2,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,56,46,41
1,0,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,33,40,34
3,0,2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,63,69,69
2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,51,68,68
0,0,1,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,75,66,63
1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,74,75,79
1,0,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,66,76,77
2,1,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,95,89,92
1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,63,80,80
2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,46,50,45
2,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,46,42,44
2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,89,98,97
3,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,61,72,80
0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,62,47,47
2,0,2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,70,69,68
1,1,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,73,76,71
2,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,88,94,89
1,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,54,62,57
0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,50,66,64
0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,76,82,72
2,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,40,55,53
1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,61,51,52
0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,78,89,87
1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,49,56,59
3,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,52,60,68
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,78,95,94
0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,74,77,78
2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,63,73,78
2,1,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,75,76,81
0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,55,73,73
2,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,43,62,62
1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,53,63,65
0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,48,66,65
1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,56,56,52
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,67,61,48
2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,65,66,62
1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,74,76,73
2,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,94,100,100
2,1,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,57,80,73
0,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,30,24,15
0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,51,53,46
